Query	Document
who wrote cant get you out of my head lyrics	"""Can't Get You Out of My Head"" is a song recorded by Australian singer Kylie Minogue for her eighth studio album, titled ""Fever,"" which she released in 2001. The song was released in Australia by Parlophone as the lead single from the album on 8 September 2001. It was released on 17 September 2001 in the United Kingdom. In the United States, the single was released on 18 February 2002. Jointly written, composed, and produced by Cathy Dennis and Rob Davis, ""Can't Get You Out of My Head"" is a midtempo dance song which combines the genres of synth-pop and nu-disco, which lyrically details its narrator's obsession towards her lover. The song is famous for its ""la la la"" hook.
"
who designed the traffic circle in long beach ca	"In 1930, German engineer Werner Ruchti was contracted to design the traffic circle, which was to be based on European models. Construction was expedited in order to accommodate the increased vehicle traffic that was expected with the 1932 Summer Olympics, held in Los Angeles, as many of the aquatic and rowing events were to be held in Long Beach.
"
who does the voice of mrs. wolowitz on the big bang theory	"BULLET::::- Brad Dourif as the voice of Chucky
"
where was the first high level language operating system created	"The first high-level programming language was Plankalkül, created by Konrad Zuse between 1942 and 1945. The first high-level language to have an associated compiler was created by Corrado Böhm in 1951, for his PhD thesis. The first commercially available language was FORTRAN (FORmula TRANslation); developed in 1956 (first manual appeared in 1956, but first developed in 1954) by a team led by John Backus at IBM.
"
where does the white witch live in narnia	"But with the approach of Aslan, her magical winter thaws. Edmund receives a hostile reception from the White Witch upon arriving at her castle without his siblings, and moreover informs her that Aslan had arrived in Narnia. The harshness of the Witch's winter makes Edmund realize that he has been wrong in thinking that her side was the right side, and he realises the full extent of her evil when he witnesses her angrily turning a party of creatures into stone after their revelation that Father Christmas had been in Narnia.
"
when did lynyrd skynyrd's plane crash happen	"The doomed flight of October 20, 1977 was intended to be the last Lynyrd Skynyrd would make on the Convair CV-240. ""We were flying in a plane that looked like it belonged to the Clampett family,"" said Pyle, and the band had decided that their status as one of the world's top rock acts warranted an upgrade. After arriving in Baton Rouge, the band planned on acquiring a Learjet to replace the 30-year-old plane, which all in the band's circle agreed was well past its prime.
"
what language is the olympic anthem sang in	"The anthem has been recorded and performed in many different languages, usually as a result of the hosting of either form of the Games in various countries. The IOC doesn’t require that the anthem be performed in either English or Greek. But in the 2008 Olympic opening and closing ceremonies in Beijing, China, Greek was sung instead of the host country's official language, Mandarin. Also in the 2016 Olympic opening and closing ceremonies in Rio de Janeiro, Brazil, English was also sung instead of host country's official language, Portuguese.
"
how many episodes in adventure time season 1	"Marceline the Vampire Queen is a fictional character in the American animated Cartoon Network television series ""Adventure Time"", created by Pendleton Ward. She is voiced by Olivia Olson in most appearances, by Ava Acres as a child and by Cloris Leachman as an old woman. Marceline is a fun-loving 1,000-year-old vampire queen, as well as a musician who plays an electric bass that she made from her family's heirloom battle-axe. The artistic design for Marceline was created by Ward, with small changes and additions added by Phil Rynda, former lead character and prop designer for ""Adventure Time"".
"
where did they film the game of thrones	"Game of Thrones is an American fantasy drama television series created by David Benioff and D. B. Weiss for HBO. It is an adaptation of ""A Song of Ice and Fire"", George R. R. Martin's series of fantasy novels, the first of which is ""A Game of Thrones"". The show was both produced and filmed in Belfast and elsewhere in the United Kingdom. Filming locations also included Canada, Croatia, Iceland, Malta, Morocco, and Spain. The series premiered on HBO in the United States on April 17, 2011, and concluded on May 19, 2019, with 73 episodes broadcast over eight seasons. 
"
who played violet in a series of unfortunate events netflix	"Lemony Snicket's A Series of Unfortunate Events, or simply A Series of Unfortunate Events, is an American black comedy-drama web television series from Netflix, developed by Mark Hudis and Barry Sonnenfeld, based on Lemony Snicket’s children's novel series of the same name. It stars Neil Patrick Harris, Patrick Warburton, Malina Weissman, Louis Hynes, K. Todd Freeman, and Presley Smith with Lucy Punch, Avi Lake, and Dylan Kingwell joining the cast in the second season.
"
